Gene_ID,Product description,Gene Identification,MIS,MFS
PF3D7_1354400,"V-type proton ATPase 21 kDa proteolipid subunit, putative",Non - Mutable in CDS,0.251,-2.73
PF3D7_1354500,adenylosuccinate synthetase,Non - Mutable in CDS,0.122,-3.107
PF3D7_1354600,"60S ribosomal protein L7-2, putative",Non - Mutable in CDS,0.119,-2.982
PF3D7_1354700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.13,-2.891
PF3D7_1354800,metacaspase 1,Mutable in CDS,1,-2.117
PF3D7_1354900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.135,-2.816
PF3D7_1355100,DNA replication licensing factor MCM6,Non - Mutable in CDS,0.122,-3.094
PF3D7_1355200,"RAP protein, putative",Non - Mutable in CDS,0.192,-3.327
PF3D7_1355300,"histone-lysine N-methyltransferase, putative",Non - Mutable in CDS,0.131,-3.323
PF3D7_1355500,serine/threonine protein phosphatase 5,Mutable in CDS,0.898,-2.949
PF3D7_1355600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.126,-3.05
PF3D7_1355700,"NLI interacting factor-like phosphatase, putative",Non - Mutable in CDS,0.143,-2.928
PF3D7_1355800,"splicing factor 3B subunit 5, putative",Non - Mutable in CDS,0.847,0
PF3D7_1355900,"RWD domain-containing protein, putative",Mutable in CDS,1,0.991
PF3D7_1356000,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.727
PF3D7_1356100,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.274
PF3D7_1356200,"mitochondrial import inner membrane translocase subunit TIM23, putative",Non - Mutable in CDS,0.12,-3.226
PF3D7_1356300,"ubiquitin-conjugating enzyme, putative",Non - Mutable in CDS,0.122,-2.666
PF3D7_1356400,"phosphatase 2A regulatory subunit-related protein, putative",Non - Mutable in CDS,0.16,-2.804
PF3D7_1356500,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.189,-2.677
PF3D7_1356600,"regulator of chromosome condensation, putative",Non - Mutable in CDS,0.242,-2.782
PF3D7_1356700,"DnaJ protein, putative",Non - Mutable in CDS,0.12,-3.042
PF3D7_1356800,"serine/threonine protein kinase, putative",Mutable in CDS,1,-1.684
PF3D7_1356900,protein kinase 5,Mutable in CDS,0.999,-2.765
PF3D7_1357000,elongation factor 1-alpha,Non - Mutable in CDS,0.184,-2.892
PF3D7_1357100,elongation factor 1-alpha,Non - Mutable in CDS,0.184,-2.772
PF3D7_1357200,glutamate--tRNA ligase,Non - Mutable in CDS,0.182,-3.308
PF3D7_1357300,"dynein light chain, putative",Non - Mutable in CDS,0.121,-2.981
PF3D7_1357400,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.684
PF3D7_1357500,"DNA helicase, putative",Mutable in CDS,1,-0.306
PF3D7_1357600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.123,-2.959
PF3D7_1357700,"U3 small nucleolar RNA-associated protein 21, putative",Non - Mutable in CDS,0.13,-2.866
PF3D7_1357800,T-complex protein 1 subunit delta,Non - Mutable in CDS,0.119,-3.006
PF3D7_1357900,pyrroline-5-carboxylate reductase,Non - Mutable in CDS,0.585,-2.388
PF3D7_1358000,"patatin-like phospholipase, putative",Mutable in CDS,0.551,-3.029
PF3D7_1358100,"small subunit rRNA processing factor, putative",Non - Mutable in CDS,0.173,-2.811
PF3D7_1358200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.13,-3.165
PF3D7_1358300,rhomboid protease ROM7,Mutable in CDS,0.174,-3.438
PF3D7_1358400,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.992,-2.599
PF3D7_1358500,"zinc finger protein, putative",Non - Mutable in CDS,0.177,-3.235
PF3D7_1358600,"zinc finger protein, putative",Mutable in CDS,1,1.384
PF3D7_1358700,"YOP1-like protein, putative",Non - Mutable in CDS,0.148,-2.98
PF3D7_1358800,40S ribosomal protein S15,Non - Mutable in CDS,0.168,-3.402
PF3D7_1358900,"GTP-binding protein, putative",Non - Mutable in CDS,0.195,-2.9
PF3D7_1359000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.154,-3.196
PF3D7_1359100,"riboflavin kinase / FAD synthase family protein, putative",Mutable in CDS,0.903,-3.001
PF3D7_1359200,"high mobility group protein B4, putative",Mutable in CDS,1,0.402
PF3D7_1359300,exosome complex exonuclease RRP44,Mutable in CDS,1,-1.136
PF3D7_1359400,CUGBP Elav-like family member 1,Non - Mutable in CDS,0.305,-2.595
PF3D7_1359500,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,1.831
PF3D7_1359600,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.788
PF3D7_1359700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.602
PF3D7_1359800,"ADP-ribosylation factor, putative",Non - Mutable in CDS,0.212,-3.176
PF3D7_1359900,"conserved Plasmodium membrane protein, unknown function",Mutable in CDS,1,-2.815
PF3D7_1360000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.124,-3.107
PF3D7_1360100,"RNA-binding protein, putative",Mutable in CDS,1,-1.403
PF3D7_1360200,"ER membrane protein complex subunit 3, putative",Non - Mutable in CDS,0.15,-2.813
PF3D7_1360300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.139,-3.007
PF3D7_1360400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.154,-3.161
PF3D7_1360500,guanylyl cyclase beta,Mutable in CDS,1,-1.392
PF3D7_1360700,"E3 SUMO-protein ligase PIAS, putative",Non - Mutable in CDS,0.124,-2.855
PF3D7_1360800,falcilysin,Non - Mutable in CDS,0.177,-3.277
PF3D7_1360900.1,"polyadenylate-binding protein, putative",Non - Mutable in CDS,0.472,-2.639
PF3D7_1361000,"protein arginine N-methyltransferase 5, putative",Mutable in CDS,1,0.385
PF3D7_1361100,protein transport protein Sec24A,Non - Mutable in CDS,0.38,-2.463
PF3D7_1361200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.199,-2.767
PF3D7_1361300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.123,-3.105
PF3D7_1361400,actin-depolymerizing factor 2,Mutable in CDS,1,0.697
PF3D7_1361500.1,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.954,-1.934
PF3D7_1361600,"iron-sulfur assembly protein, putative",Non - Mutable in CDS,0.18,-2.825
PF3D7_1361700,"cytochrome c oxidase subunit 2, putative",Non - Mutable in CDS,0.123,-2.837
PF3D7_1361800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-3.046
PF3D7_1361900,proliferating cell nuclear antigen 1,Non - Mutable in CDS,0.234,-3.274
PF3D7_1362000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.964,-2.185
PF3D7_1362100,14-3-3 protein,Non - Mutable in CDS,0.666,-2.163
PF3D7_1362200,RuvB-like helicase 3,Mutable in CDS,1,-2.266
PF3D7_1362300,"conserved protein, unknown function",Mutable in CDS,0.425,-3.115
PF3D7_1362400,calpain,Non - Mutable in CDS,0.245,-2.707
PF3D7_1362500,"exonuclease, putative",Non - Mutable in CDS,0.165,-3.267
PF3D7_1362600,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.877
PF3D7_1362700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.065
PF3D7_1362800,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.265
PF3D7_1362900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.17
PF3D7_1363000,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.954,-2.783
PF3D7_1363100,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.246,-3.349
PF3D7_1363200,bifunctional polynucleotide phosphatase/kinase,Mutable in CDS,1,-0.753
PF3D7_1363300,"50S ribosomal protein L9, mitochondrial, putative",Non - Mutable in CDS,0.12,-3.043
PF3D7_1363400,"polyubiquitin binding protein, putative",Mutable in CDS,0.984,-2.564
PF3D7_1363500,"DNase I-like protein, putative",Mutable in CDS,1,-0.314
PF3D7_1363600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.188,-3.31
PF3D7_1363700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.194,-2.633
PF3D7_1363800,"nuclear fusion protein, putative",Mutable in CDS,1,0.055
PF3D7_1364000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-3.034
PF3D7_1364100,6-cysteine protein,Mutable in CDS,1,1.157
PF3D7_1364200,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.285
PF3D7_1364300,pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,Non - Mutable in CDS,0.12,-2.978
PF3D7_1364400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.126,-3.128
PF3D7_1364500,"exosome complex component RRP45, putative",Non - Mutable in CDS,0.161,-2.735
PF3D7_1364600,"aldehyde reductase, putative",Non - Mutable in CDS,0.152,-2.855
PF3D7_1364700,"conserved Plasmodium protein, unknown function, pseudogene",Mutable in CDS,1,0.061
PF3D7_1364800,"DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative",Non - Mutable in CDS,0.224,-2.651
PF3D7_1364900,ferrochelatase,Mutable in CDS,1,-0.852
PF3D7_1365000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.3,-2.627
PF3D7_1365100,"mitochondrial ribosomal protein S17 precursor, putative",Non - Mutable in CDS,0.643,0
PF3D7_1365200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.978,0
PF3D7_1365300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.119,-3.043
PF3D7_1365400,ubiquitin-activating enzyme,Non - Mutable in CDS,0.12,-3.048
PF3D7_1365500,"aminomethyltransferase, mitochondrial, putative",Mutable in CDS,0.468,-2.673
PF3D7_1365600,"DNA topoisomerase VI, b subunit, putative",Mutable in CDS,1,-1.062
PF3D7_1365700,"SNARE associated Golgi protein, putative",Mutable in CDS,0.988,-0.403
PF3D7_1365800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.127,-2.953
PF3D7_1365900,ubiquitin-60S ribosomal protein L40,Non - Mutable in CDS,0.119,0
PF3D7_1366000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.231,-3.218
PF3D7_1366100,"DIP13 homolog, putative",Non - Mutable in CDS,0.31,0
PF3D7_1366200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.131,-3.202
PF3D7_1366300,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.855,-2.1
PF3D7_1366400,rhoptry protein RHOP148,Non - Mutable in CDS,0.133,-2.943
PF3D7_1366500,nucleoside diphosphate kinase,Non - Mutable in CDS,0.119,-2.705
PF3D7_1366600,"signal recognition particle receptor subunit alpha, putative",Non - Mutable in CDS,0.134,-3.121
PF3D7_1366700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.125,-3.296
PF3D7_1366800,"phosphatidylserine synthase, putative",Non - Mutable in CDS,0.123,-3.123
PF3D7_1366900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.329
PF3D7_1367000,"suppressor of kinetochore protein 1, putative",Non - Mutable in CDS,0.336,-2.895
PF3D7_1367100,"U1 small nuclear ribonucleoprotein, putative",Non - Mutable in CDS,0.336,-2.543
PF3D7_1367200,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.999,-0.722
PF3D7_1367300,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.976,-2.529
PF3D7_1367400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-2.991
PF3D7_1367500,"NADH-cytochrome b5 reductase, putative",Non - Mutable in CDS,0.187,-3.347
PF3D7_1367600,"ribosome biogenesis protein MRT4, putative",Non - Mutable in CDS,0.202,-3.374
PF3D7_1367700,alanine--tRNA ligase,Non - Mutable in CDS,0.127,-2.921
PF3D7_1367800,"secreted ookinete protein, putative",Mutable in CDS,1,-1.335
PF3D7_1367900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.648
PF3D7_1368000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.119,-2.837
PF3D7_1368100,"26S proteasome regulatory subunit RPN11, putative",Non - Mutable in CDS,0.138,-3.032
PF3D7_1368200,"ABC transporter E family member 1, putative",Non - Mutable in CDS,0.127,-3.138
PF3D7_1368300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.128,-3.08
PF3D7_1368400,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.907,-1.192
PF3D7_1368500,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.119,-3.068
PF3D7_1368600,"mitochondrial import inner membrane translocase subunit TIM9, putative",Non - Mutable in CDS,0.92,-2.258
PF3D7_1368700,"mitochondrial carrier protein, putative",Non - Mutable in CDS,0.209,-2.781
PF3D7_1368800,"DNA repair endonuclease, putative",Non - Mutable in CDS,0.119,-3.061
PF3D7_1368900,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.67,-2.452
PF3D7_1369000,"glycosylphosphatidylinositol anchor attachment 1 protein, putative",Non - Mutable in CDS,0.119,-3.007
PF3D7_1369100,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,0.056
PF3D7_1369200,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.83,-2.983
PF3D7_1369300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.157,-3.003
PF3D7_1369400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.136,-3.177
PF3D7_1369500,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.925
PF3D7_1369600,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.886,-2.985
PF3D7_1369700,"U2 small nuclear ribonucleoprotein A', putative",Non - Mutable in CDS,0.77,-3.737
PF3D7_1370300,membrane associated histidine-rich protein,Non - Mutable in CDS,0.964,-2.237
PF3D7_1371500,"probable protein, unknown function",Mutable in CDS,1,0.721
PF3D7_1371600,"erythrocyte binding like protein 1, pseudogene",Mutable in CDS,1,-0.014
PF3D7_1371700,"serine/threonine protein kinase, FIKK family",Mutable in CDS,1,-0.71
PF3D7_1371800,"Plasmodium exported protein, unknown function",Non - Mutable in CDS,0.12,-3.246
PF3D7_1371900,"Plasmodium exported protein, unknown function",Mutable in CDS,0.893,-1.135
PF3D7_1372000,"Plasmodium exported protein (PHISTa), unknown function",Mutable in CDS,1,1.28
PF3D7_1372100,"Plasmodium exported protein (PHISTb), unknown function",Mutable in CDS,1,-0.007
PF3D7_1372200,histidine-rich protein III,Non - Mutable in CDS,1,-1.811
PF3D7_1372300,"Plasmodium exported protein (PHIST), unknown function",Mutable in CDS,0.771,-2.717
PF3D7_1372400,acyl-CoA synthetase,Mutable in CDS,1,-2.731
PF3D7_1372500,"stevor, pseudogene",Non - Mutable in CDS,0.997,-1.624
PF3D7_1372600,rifin,Non - Mutable in CDS,0.899,-2.114
PF3D7_1372700,rifin,Non - Mutable in CDS,0.647,-2.358
PF3D7_1372800,stevor,Mutable in CDS,0.999,-1.6
PF3D7_1372900,"erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene",Mutable in CDS,1,-2.241
PF3D7_1373000,rifin,Non - Mutable in CDS,0.261,-2.712
PF3D7_1373100,rifin,Non - Mutable in CDS,0.608,-2.355
PF3D7_1373200,"Plasmodium exported protein, unknown function, fragment",Non - Mutable in CDS,0.128,-2.88
PF3D7_1373300,rifin,Non - Mutable in CDS,0.97,-1.903
PF3D7_1373400,rifin,Non - Mutable in CDS,0.987,-2.172
PF3D7_1400100,"erythrocyte membrane protein 1 (PfEMP1), pseudogene",Non - Mutable in CDS,0.95,-2.072
PF3D7_1400200,rifin,Non - Mutable in CDS,0.36,-2.599
PF3D7_1400300,rifin,Non - Mutable in CDS,0.955,-2.191
PF3D7_1400400,rifin,Non - Mutable in CDS,0.804,-2.149
PF3D7_1400500,rifin,Mutable in CDS,0.95,-2.76
PF3D7_1400600,rifin,Mutable in CDS,1,-2.232
PF3D7_1400700,stevor,Non - Mutable in CDS,0.339,-2.3
PF3D7_1400800,rifin,Mutable in CDS,1,-2.876
PF3D7_1400900,"Plasmodium exported protein (PHISTa), unknown function, pseudogene",Non - Mutable in CDS,0.183,-2.961
PF3D7_1401000,glycophorin binding protein,Mutable in CDS,1,-2.446
PF3D7_1401100,"DnaJ protein, putative",Non - Mutable in CDS,0.124,-2.979
PF3D7_1401200,"Plasmodium exported protein, unknown function",Non - Mutable in CDS,0.225,-2.873
PF3D7_1401300,proline aminopeptidase,Mutable in CDS,0.891,-3.073
PF3D7_1401400,early transcribed membrane protein 14.1,Non - Mutable in CDS,1,0
PF3D7_1401500,"lysophospholipase, putative",Non - Mutable in CDS,0.133,-2.987
PF3D7_1401600,"Plasmodium exported protein (PHISTb), unknown function",Mutable in CDS,1,-1.412
PF3D7_1401700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.127,-3.236
PF3D7_1401800,choline kinase,Non - Mutable in CDS,0.135,-2.947
PF3D7_1401900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.534
PF3D7_1402000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.14,-3.249
PF3D7_1402100,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.967,-0.51
PF3D7_1402200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.128,-2.667
PF3D7_1402300,26S proteasome regulatory subunit RPN6,Non - Mutable in CDS,0.185,-2.939
PF3D7_1402400,"U1 small nuclear ribonucleoprotein C, putative",Non - Mutable in CDS,0.135,-2.885
PF3D7_1402500,"ubiquitin-40S ribosomal protein S27a, putative",Non - Mutable in CDS,0.14,-2.905
PF3D7_1402700,"U2 snRNP-associated SURP motif-containing protein, putative",Mutable in CDS,1,-2.057
PF3D7_1402800,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.961,-1.778
PF3D7_1402900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.138,-3.166
PF3D7_1403000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.968,-2.028
PF3D7_1403100,"condensin complex subunit 1, putative",Non - Mutable in CDS,0.36,-2.538
PF3D7_1403200,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.113
PF3D7_1403300,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.856
PF3D7_1403400,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.61
PF3D7_1403500,"dynein light chain, putative",Mutable in CDS,1,-1.192
PF3D7_1403600,selenoprotein,Mutable in CDS,1,-0.523
PF3D7_1403700,"translocation associated membrane protein, putative",Mutable in CDS,1,0.347
PF3D7_1403800,"nuclear formin-like protein MISFIT, putative",Mutable in CDS,1,-0.549
PF3D7_1403900,"serine/threonine protein phosphatase CPPED1, putative",Non - Mutable in CDS,0.172,-2.825
PF3D7_1404000,"DNA-directed RNA polymerase II subunit RPB4, putative",Non - Mutable in CDS,0.361,-2.59
PF3D7_1404100,"cytochrome c, putative",Non - Mutable in CDS,0.125,-3.201
PF3D7_1404200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.992,-1.804
PF3D7_1404300,"secreted ookinete adhesive protein, putative",Non - Mutable in CDS,1,-1.996
PF3D7_1404400,"mitochondrial ribosomal protein L16 precursor, putative",Non - Mutable in CDS,0.153,-2.839
PF3D7_1404500,"rRNA biogenesis protein RRP5, putative",Non - Mutable in CDS,0.137,-2.912
PF3D7_1404600.1,adenylyl cyclase alpha,Mutable in CDS,1,-2.864
